chr	edit_id	DSN-seq	Osa_DSN_rep1	Osa_DSN_rep2	Osa_DSN_rep3	Osa_Ribo-off_rep1	Osa_Ribo-off_rep2	Osa_Ribo-off_rep3	Ribo-off-seq
Mt	atp6_mt 547 CT	249.23368198847	246.26659836873	251.878514715171	249.329399287817	636.05429651634	538.264272832292	543.289143559671	571.401257622119
Mt	atp6_mt 554 CT	255.743516965781	251.412467588375	254.594186032854	260.910273025229	689.6167635914	588.800001504319	567.548160354132	613.806891310218
Mt	atp6_mt 555 CT	255.743516965781	251.412467588375	254.594186032854	260.910273025229	690.83409238856	588.800001504319	567.548160354132	614.197726643749
Mt	atp6_mt 748 CT	191.575143618003	203.629396263099	194.849417043811	177.119245395717	220.336512286043	170.411178080092	188.994665724288	192.87723709748
Mt	atp6_mt 770 CT	179.717944195044	185.986416081459	183.307813943655	170.306966726651	228.249149467586	169.823553328092	198.58543980582	198.544349433678
Mt	atp6_mt 812 CT	266.438245857077	277.876937860836	247.805007738645	274.534830363361	352.416686777953	263.843513648143	301.263138796329	305.242395487603
Mt	atp6_mt 949 CT	342.696312734146	371.237707988683	307.549776727688	351.513579323808	427.891072201901	314.966867072171	369.526883729579	370.121060853726
Mt	atp6_mt 956 CT	342.231324521481	369.767459640213	307.549776727688	351.513579323808	424.847750209	314.379242320171	367.270231004513	368.166884186072
Mt	atp6_mt 965 CT	342.231324521481	369.767459640213	308.228694557109	350.832351456901	424.23908581042	313.20399281617	365.577741460713	366.994378185479
Mt	atp8_mt 123 CT	147.16876930849	144.819462324298	176.518635649446	119.896104575562	71.2137346338868	50.5357286720274	38.3630963261242	52.9581876934317
Mt	atp8_mt 200 CT	194.365072893993	197.748402869219	240.336911615014	145.101535651107	341.460727603509	251.503393856136	204.227071618485	264.009267800097
Mt	atp8_mt 219 CT	250.396152520133	257.293460982255	298.723844945216	195.512397802195	385.893228699865	275.596008688149	219.459477512681	291.563158814023
Mt	atp8_mt 240 CT	251.09363483913	252.882715936845	300.760598433479	199.599765003635	372.5026119311	273.245509680148	215.510335243816	285.114375810763
Mt	atp8_mt 442 CT	671.442979088341	701.308462220204	824.206244917027	490.484064172755	569.101212672515	431.904192720234	339.062071941186	443.793521224293
Mt	atp8_mt 443 CT	636.568863138462	654.260515069163	788.223599957717	468.003544564837	545.363301127886	413.687825408224	326.650481953322	425.815095881874
Mt	atp8_mt 58 CT	112.062159252278	108.063253612547	139.178155031294	88.5596226978585	42.6065079006161	36.4327346240198	31.0289749696593	36.5431036851355
Mt	atp9_mt 191 CT	1000.18964544254	871.122146468493	946.411454212797	1173.75561468008	429.717065397642	288.523753232156	344.703703753852	353.315141511899
Mt	atp9_mt 20 CT	867.668004832994	730.713429189605	811.98572398745	1050.45337076998	320.766138051781	221.53453150412	301.827301977595	281.206022475455
Mt	atp9_mt 205 CT	991.587363508232	871.857270642728	933.512015453799	1160.81228520885	410.848469041655	276.18363344015	327.778808315856	337.290892837133
Mt	atp9_mt 212 CT	991.819857614564	872.592394816963	933.512015453799	1160.81228520885	410.239804643075	276.18363344015	327.778808315856	337.095475170368
Mt	atp9_mt 223 CT	981.590116935933	859.360159680733	926.72283715959	1149.91263933835	298.245555304312	206.843912704112	244.282657488409	249.157525125924
Mt	atp9_mt 81 CT	437.088919905153	416.815406791254	389.698834087622	503.427393643981	524.060047177578	367.8530947522	424.814875493699	437.735573554565
Mt	atp9_mt 82 CT	437.088919905153	416.815406791254	389.698834087622	503.427393643981	523.451382778997	367.8530947522	424.814875493699	437.540155887799
Mt	atp9_mt 92 CT	411.282074102242	383.734818950678	380.87290230515	467.32231669793	516.147409996035	364.327346240198	421.4298964061	432.850131885429
Mt	ccmB_mt 128 CT	16.274587443277	16.9078560074053	16.9729457355236	14.9870130719453	3.65198639148138	2.35049900800127	3.94914226886573	3.32210033501232
Mt	ccmB_mt 137 CT	16.274587443277	16.9078560074053	16.9729457355236	14.9870130719453	3.65198639148138	2.35049900800127	5.64163181266533	3.90835333530862
Mt	ccmB_mt 149 CT	15.3446110179468	17.6429801816404	13.5783565884189	14.9870130719453	4.26065079006161	2.35049900800127	6.20579499393186	4.29918866883948
Mt	ccmB_mt 154 CT	15.3446110179468	17.6429801816404	13.5783565884189	14.9870130719453	4.26065079006161	2.35049900800127	6.20579499393186	4.29918866883948
Mt	ccmB_mt 160 CT	15.1121169116143	17.6429801816404	12.899438758998	14.9870130719453	4.26065079006161	2.35049900800127	6.20579499393186	4.29918866883948
Mt	ccmB_mt 172 CT	15.3446110179468	17.6429801816404	12.220520929577	16.3494688057585	6.08664398580229	2.35049900800127	6.20579499393186	4.88544166913577
Mt	ccmB_mt 179 CT	15.3446110179468	16.9078560074053	12.220520929577	17.0306966726651	6.08664398580229	2.35049900800127	6.20579499393186	4.88544166913577
Mt	ccmB_mt 181 CT	15.3446110179468	16.9078560074053	12.220520929577	17.0306966726651	6.08664398580229	2.35049900800127	6.20579499393186	4.88544166913577
Mt	ccmB_mt 183 CT	14.6471286989493	16.9078560074053	12.220520929577	14.9870130719453	6.08664398580229	2.35049900800127	6.20579499393186	4.88544166913577
Mt	ccmB_mt 194 CT	13.7171522736192	16.9078560074053	16.2940279061027	8.17473440287925	9.73863037728367	2.35049900800127	7.33412135646493	6.44878300325921
Mt	ccmB_mt 28 CT	4.1848939139855	5.14586921964511	6.1102604647885	1.36245573381321	5.47797958722207	3.52574851200191	5.0774686313988	4.69002400237034
Mt	ccmB_mt 286 CT	13.7171522736192	13.2322351362303	11.5416031001561	16.3494688057585	12.7819523701848	12.927744544007	14.6682427129299	13.4838190068147
Mt	ccmB_mt 304 CT	14.1821404862842	12.4971109619953	10.8626852707351	19.0743802733849	15.825274363086	12.927744544007	16.3607322567295	15.0471603409382
Mt	ccmB_mt 338 CT	12.322187635624	9.5566142650552	10.1837674413142	17.0306966726651	13.390616768765	12.3401197920067	14.1040795316633	13.2884013400493
Mt	ccmB_mt 367 CT	13.7171522736192	13.2322351362303	14.9361922472608	12.9433294712255	19.4772607545673	15.8658683040086	15.7965690754629	17.0013370085925
Mt	ccmB_mt 392 CT	15.1121169116143	16.9078560074053	14.9361922472608	13.6245573381321	18.8685963559871	15.2782435520083	23.1306904319278	19.1509313430122
Mt	ccmB_mt 406 CT	16.5070815496095	17.6429801816404	23.7621240297331	8.17473440287925	19.4772607545673	14.690618800008	21.4382008881282	18.5646783427159
Mt	ccmB_mt 428 CT	19.5295049319324	21.3186010528154	29.1934666651006	8.17473440287925	20.0859251531476	12.927744544007	19.1815481630621	17.3921723421233
Mt	ccmB_mt 43 CT	4.1848939139855	5.14586921964511	6.1102604647885	1.36245573381321	4.86931518864184	3.52574851200191	5.0774686313988	4.49460633560491
Mt	ccmB_mt 467 CT	17.2045638686071	19.8483527043454	25.7988775179959	6.13105080215944	30.4332199290115	9.98962078400542	19.7457113443286	19.9326020100739
Mt	ccmB_mt 475 CT	17.4370579749396	20.5834768785804	25.7988775179959	6.13105080215944	28.6072267332708	9.98962078400542	19.7457113443286	19.3463490097776
Mt	ccmB_mt 476 CT	17.6695520812721	21.3186010528154	25.7988775179959	6.13105080215944	28.6072267332708	9.98962078400542	19.7457113443286	19.3463490097776
Mt	ccmB_mt 485 CT	19.9944931445974	21.3186010528154	28.5145488356797	10.2184180035991	29.215891131851	12.3401197920067	19.7457113443286	20.3234373436048
Mt	ccmB_mt 502 CT	19.7619990382649	19.1132285301104	28.5145488356797	11.5808737374123	31.6505487261719	11.7524950400064	18.053221800529	20.3234373436048
Mt	ccmB_mt 503 CT	19.7619990382649	19.1132285301104	28.5145488356797	11.5808737374123	31.6505487261719	11.7524950400064	18.053221800529	20.3234373436048
Mt	ccmB_mt 512 CT	19.0645167192673	18.3781043558754	27.1567131768378	11.5808737374123	31.0418843275917	12.3401197920067	14.1040795316633	18.9555136762468
Mt	ccmB_mt 514 CT	19.0645167192673	18.3781043558754	27.1567131768378	11.5808737374123	31.0418843275917	12.3401197920067	14.1040795316633	18.9555136762468
Mt	ccmB_mt 551 CT	20.2269872509299	16.1727318331703	31.2302201533635	12.9433294712255	34.6938707190731	20.5668663200112	24.8231799757274	26.5768026800986
Mt	ccmB_mt 554 CT	20.691975463595	17.6429801816404	31.2302201533635	12.9433294712255	35.3025351176533	20.5668663200112	25.9515063382605	27.1630556803949
Mt	ccmB_mt 566 CT	21.15696367626	19.1132285301104	30.5513023239425	13.6245573381321	34.6938707190731	18.2163673120099	23.1306904319278	25.2088790127406
Mt	ccmB_mt 569 CT	20.9244695699275	18.3781043558754	30.5513023239425	13.6245573381321	34.6938707190731	18.2163673120099	23.1306904319278	25.2088790127406
Mt	ccmB_mt 572 CT	19.7619990382649	16.1727318331703	29.1934666651006	13.6245573381321	34.6938707190731	18.2163673120099	23.1306904319278	25.2088790127406
Mt	ccmB_mt 596 CT	19.7619990382649	16.1727318331703	27.1567131768378	15.6682409388519	39.5631859077149	20.5668663200112	25.9515063382605	28.5309793477529
Mt	ccmB_mt 611 CT	17.6695520812721	16.1727318331703	27.1567131768378	9.53719013669246	35.3025351176533	19.3916168160105	25.387343156994	26.5768026800986
Mt	ccmB_mt 80 CT	15.3446110179468	18.3781043558754	14.2572744178398	13.6245573381321	4.26065079006161	2.35049900800127	6.20579499393186	4.29918866883948
Mt	ccmB_mt 87 CT	15.3446110179468	18.3781043558754	14.2572744178398	13.6245573381321	4.26065079006161	1.76287425600096	6.20579499393186	4.10377100207405
Mt	ccmC_mt 103 CT	31.1542102485588	26.4644702724605	29.1934666651006	37.4675326798632	32.8678775233324	22.9173653280124	16.3607322567295	23.8409553453826
Mt	ccmC_mt 115 CT	28.3642809725684	22.7888494012855	29.8723844945216	32.0177097446104	33.4765419219126	21.7421158240118	15.7965690754629	23.4501200118517
Mt	ccmC_mt 161 CT	25.5743516965781	18.3781043558754	29.8723844945216	27.9303425431708	70.6050702353066	37.6079841280204	31.0289749696593	45.9231516898762
Mt	ccmC_mt 179 CT	37.431551119537	24.9942219239905	50.2399193771499	36.10507694605	68.7790770395659	35.8451098720194	28.7723222445932	43.9689750222219
Mt	ccmC_mt 184 CT	42.5464214588526	30.8752153178706	61.102604647885	34.7426212122368	71.8223990324671	35.8451098720194	30.4648117883928	45.5323163563454
Mt	ccmC_mt 227 CT	49.753738755161	35.2859603632807	67.8917829420945	44.9610392158359	65.7357550466648	34.0822356160185	31.5931381509258	43.3827220219256
Mt	ccmC_mt 236 CT	48.1262800108333	35.2859603632807	66.5339472832526	41.5548998813029	65.7357550466648	34.0822356160185	31.5931381509258	43.3827220219256
Mt	ccmC_mt 299 CT	59.2859971147946	41.9020779313959	75.3598790657249	59.2668244208746	63.3010974523439	35.2574851200191	35.5422804197916	44.3598103557528
Mt	ccmC_mt 331 CT	45.336350734843	30.1400911436356	44.8085767417824	59.9480522877812	13.9992811673453	7.05149702400383	11.8474268065972	10.9433893388641
Mt	ccmC_mt 358 CT	44.6388684158454	30.8752153178706	50.2399193771499	51.7733178849019	25.5639047403696	19.3916168160105	24.2590167944609	23.0592846783208
Mt	ccmC_mt 400 CT	51.1487033931562	36.0210845375157	61.102604647885	55.1794572194349	96.1689749756762	65.8139722240357	68.2637449332505	76.4083077052834
Mt	ccmC_mt 418 CT	39.7564921828623	31.6103394921056	46.8453302300452	40.1924441474896	102.255618961479	68.164471232037	68.827908114517	79.3395727067649
Mt	ccmC_mt 421 CT	39.7564921828623	31.6103394921056	46.8453302300452	40.1924441474896	102.255618961479	68.7520959840373	69.3920712957835	79.7304080402957
Mt	ccmC_mt 436 CT	39.2915039701972	31.6103394921056	46.8453302300452	38.8299884136764	103.472947758639	69.3397207360376	68.827908114517	80.1212433738266
Mt	ccmC_mt 446 CT	38.5940216511996	31.6103394921056	45.4874945712033	38.1487605467698	107.12493415012	69.3397207360376	68.827908114517	81.2937493744192
Mt	ccmC_mt 451 CT	39.5239980765298	30.8752153178706	48.2031658888871	38.8299884136764	108.342262947281	69.9273454880379	68.827908114517	81.8800023747155
Mt	ccmC_mt 458 CT	38.8265157575322	29.4049669694006	47.5242480594661	38.8299884136764	108.950927345861	68.7520959840373	67.6995817519839	81.2937493744192
Mt	ccmC_mt 463 CT	38.3615275448671	31.6103394921056	45.4874945712033	37.4675326798632	107.733598548701	66.9892217280363	67.1354185707174	80.1212433738266
Mt	ccmC_mt 467 CT	24.4118811649154	18.3781043558754	30.5513023239425	23.8429753417311	101.646954562898	61.1129742080332	63.1862763018517	74.84496637116
Mt	ccmC_mt 473 CT	24.1793870585829	19.8483527043454	29.1934666651006	23.1617474748245	110.776920541602	65.2263474720354	67.6995817519839	80.7074963741229
Mt	ccmC_mt 497 CT	33.7116454182166	24.2590977497555	42.7718232535195	33.3801654784236	148.514113253576	89.9065870560488	89.7019458213787	108.65222272158
Mt	ccmC_mt 499 CT	33.7116454182166	24.2590977497555	42.7718232535195	33.3801654784236	148.514113253576	89.9065870560488	89.7019458213787	108.65222272158
Mt	ccmC_mt 521 CT	33.2466572055515	27.1995944466956	38.0193984475729	34.0613933453302	189.903292357032	125.164072176068	115.653452159639	142.654896738764
Mt	ccmC_mt 548 CT	24.4118811649154	22.7888494012855	26.4777953474169	23.8429753417311	239.81377304061	158.658683040086	129.193368510036	174.50797642153
Mt	ccmC_mt 568 CT	52.7761621374839	40.4318295829258	61.102604647885	55.8606850863415	251.987061012215	159.833932544087	133.142510778902	180.175088757727
Mt	ccmC_mt 575 CT	52.7761621374839	40.4318295829258	61.102604647885	55.8606850863415	259.899698193758	161.009182048087	132.578347597635	182.910936092443
Mt	ccmC_mt 608 CT	62.3084204971175	47.783071325276	71.2863720891992	66.7603309568472	213.641203901661	136.328942464074	113.96096261584	153.402868410863
Mt	ccmC_mt 614 CT	56.7285619451368	44.8425746283359	65.8550294538316	58.585596553968	217.901854691722	131.040319696071	110.011820346974	151.644109409974
Mt	ccmC_mt 619 CT	56.2635737324718	44.1074504541009	65.8550294538316	57.9043686870614	214.858532698821	129.27744544007	106.062678078108	148.712844408493
Mt	ccmC_mt 624 CT	56.7285619451368	44.1074504541009	61.781522477306	63.3541916223142	178.338668784007	101.071457344055	93.6510880902444	123.308547728987
Mt	ccmC_mt 650 CT	57.1935501578019	42.6372021056309	65.1761116244107	62.6729637554076	172.252024798205	91.0818365600494	78.9828453773146	112.951411390419
Mt	ccmC_mt 656 CT	56.2635737324718	41.9020779313959	60.4236868184641	65.397875223034	156.426750435119	82.8550900320449	71.0845608395831	102.398857385086
Mt	ccmC_mt 665 CT	55.7985855198067	41.9020779313959	61.102604647885	63.3541916223142	153.992092840798	82.8550900320449	71.0845608395831	101.617186718024
Mt	ccmC_mt 673 CT	60.4484676464573	46.3128229768059	65.8550294538316	68.1227866906604	167.382709609563	91.6694613120497	75.0337031084489	110.215564055703
Mt	ccmC_mt 76 CT	22.0869401015902	19.8483527043454	19.0096992237865	27.2491146762642	21.303253950308	18.2163673120099	12.9757531691303	17.3921723421233
Mt	ccmFc_mt 103 CT	17.2045638686071	21.3186010528154	8.14701395305134	22.4805196079179	32.2592131247522	18.8039920640102	26.515669519527	25.7951320130369
Mt	ccmFc_mt 1083 CT	73.9331258137439	68.3665482038564	76.0387968951458	76.9787489604463	169.208702805304	113.411577136062	146.682427129299	142.85031440553
Mt	ccmFc_mt 1130 CT	36.2690805878744	27.9347186209306	35.3037271298891	44.9610392158359	58.431782263702	35.8451098720194	42.8764017762565	45.5323163563454
Mt	ccmFc_mt 1151 CT	32.3166807802214	24.9942219239905	27.1567131768378	44.2798113489293	49.3018162849986	32.3193613600175	36.1064436010581	39.0835333530862
Mt	ccmFc_mt 119 CT	22.5519283142552	27.9347186209306	13.5783565884189	26.5678868093576	31.0418843275917	19.9792415680108	27.0798327007936	25.9905496798023
Mt	ccmFc_mt 122 CT	21.3894577825926	27.9347186209306	13.5783565884189	23.1617474748245	31.0418843275917	19.9792415680108	27.0798327007936	25.9905496798023
Mt	ccmFc_mt 1225 CT	38.1290334385346	30.1400911436356	33.9458914710472	49.7296342841821	34.6938707190731	28.2059880960153	30.4648117883928	31.0714090157035
Mt	ccmFc_mt 123 CT	21.3894577825926	27.9347186209306	13.5783565884189	23.1617474748245	31.0418843275917	19.9792415680108	27.0798327007936	25.9905496798023
Mt	ccmFc_mt 1250 CT	32.7816689928864	24.9942219239905	30.5513023239425	42.2361277482095	15.825274363086	15.8658683040086	19.1815481630621	17.0013370085925
Mt	ccmFc_mt 1306 CT	20.2269872509299	8.08636591658517	17.6518635649446	34.0613933453302	3.04332199290115	5.28862276800287	9.02661090026452	5.86253000296292
Mt	ccmFc_mt 146 CT	30.9217161422262	35.2859603632807	21.7253705414702	36.10507694605	33.4765419219126	21.1544910720115	28.7723222445932	27.7493086806912
Mt	ccmFc_mt 160 CT	33.014163099219	38.2264570602208	25.119959688575	36.10507694605	32.8678775233324	19.9792415680108	29.3364854258597	27.3584733471603
Mt	ccmFc_mt 192 CT	30.6892220358937	37.4913328859858	23.0832062003121	32.0177097446104	24.9552403417894	17.6287425600096	22.0023640693948	21.4959433441974
Mt	ccmFc_mt 301 CT	52.3111739248188	41.9020779313959	53.6345085242546	60.6292801546878	66.9530838438252	64.0510979680347	63.1862763018517	64.6832476993576
Mt	ccmFc_mt 306 CT	50.2187269678261	35.2859603632807	53.6345085242546	60.6292801546878	66.9530838438252	64.0510979680347	63.1862763018517	64.6832476993576
Mt	ccmFc_mt 312 CT	49.0562564361634	35.2859603632807	56.3501798419384	54.4982293525283	66.344419445245	64.0510979680347	62.6221131205851	64.2924123658267
Mt	ccmFc_mt 325 CT	46.2663271601731	36.0210845375157	50.2399193771499	51.7733178849019	64.5184262495043	61.7005989600335	62.0579499393186	62.7290710317033
Mt	ccmFc_mt 369 CT	59.5184912211272	49.253319673746	59.0658511596222	69.4852424244736	69.9964058367264	66.401596976036	63.1862763018517	66.4420067002465
Mt	ccmFc_mt 38 CT	16.0420933369444	25.7293460982255	11.5416031001561	11.5808737374123	22.5205827474685	17.6287425600096	20.8740377068617	20.3234373436048
Mt	ccmFc_mt 397 CT	63.2383969224476	55.1343130676261	63.1393581361479	70.8476981582868	73.6483922282078	65.8139722240357	64.3146026643847	67.8099303676045
Mt	ccmFc_mt 50 CT	13.9496463799517	21.3186010528154	12.220520929577	8.85596226978585	23.1292471460487	18.2163673120099	20.8740377068617	20.7142726771357
Mt	ccmFc_mt 52 CT	13.9496463799517	21.3186010528154	12.220520929577	8.85596226978585	23.1292471460487	18.2163673120099	20.8740377068617	20.7142726771357
Mt	ccmFc_mt 543 CT	23.0169165269203	17.6429801816404	21.0464527120493	29.9740261438906	24.3465759432092	14.1029940480077	20.8740377068617	19.7371843433085
Mt	ccmFc_mt 860 CT	136.474040417194	128.646730491128	130.352223248821	149.870130719453	437.021038180605	354.337725456192	448.509729106894	413.503782875651
Mt	ccmFc_mt 87 CT	19.0645167192673	23.5239735755205	12.899438758998	21.1180638741047	28.6072267332708	18.8039920640102	25.9515063382605	24.4272083456788
Mt	ccmFc_mt 900 CT	118.571994229589	107.328129438312	117.452784489823	130.114522579161	542.928643533565	475.976049120258	569.804813079198	529.972712267848
Mt	ccmFc_mt 960 CT	193.900084681328	178.635174339109	189.418074408444	212.543094474861	673.791489228314	579.398005472314	703.511487039366	652.695006996539
Mt	ccmFn_mt 121 CT	34.4091277372141	26.4644702724605	38.0193984475729	38.1487605467698	48.0844874878381	36.4327346240198	25.387343156994	36.3476860183701
Mt	ccmFn_mt 1258 CT	125.546817419565	161.727318331703	108.626852707351	108.996458705057	113.211578135923	74.6283435040405	106.626841259375	98.0996687162462
Mt	ccmFn_mt 1286 CT	114.619594421936	133.057475536538	105.911181389667	106.27154723743	125.993530506107	92.8447108160504	115.089288978373	111.19265238953
Mt	ccmFn_mt 1303 CT	127.406770270225	166.138063377113	117.452784489823	101.502952169084	298.854219702893	218.596407744119	249.360126119807	255.020055128887
Mt	ccmFn_mt 1318 CT	136.706534523526	169.078560074053	131.710058907663	111.721370172683	371.28528313394	253.266268112137	274.183306095535	298.402777150813
Mt	ccmFn_mt 1336 CT	138.798981480519	158.786821634763	137.820319372452	121.258560309376	522.842718380417	383.131338304208	414.659938230902	438.908079555157
Mt	ccmFn_mt 1369 CT	116.712041378929	147.024834847003	111.342524025035	94.0094456331114	554.493267106589	404.87345412822	419.173243681034	457.863593231404
Mt	ccmFn_mt 137 CT	62.54091460345	43.3723262798659	56.3501798419384	86.5159390971387	49.3018162849986	36.4327346240198	27.0798327007936	37.3247743521973
Mt	ccmFn_mt 1387 CT	168.32573298475	217.596755573564	150.71975813145	140.33294058276	688.399434794239	510.058284736277	525.800084940409	572.769181289478
Mt	ccmFn_mt 142 CT	63.4708910287801	42.6372021056309	56.3501798419384	89.9220784316717	49.3018162849986	36.4327346240198	27.0798327007936	37.3247743521973
Mt	ccmFn_mt 1430 CT	187.62274381035	226.418245664385	181.271060455392	158.044865122332	676.834811221215	481.264671888261	510.003515864946	554.009085279996
Mt	ccmFn_mt 1450 CT	185.065308640692	221.27237644474	171.766210843499	164.857143791398	678.660804416956	479.50179763226	510.567679046212	554.204502946762
Mt	ccmFn_mt 1453 CT	185.76279095969	223.477748967445	171.766210843499	164.857143791398	678.660804416956	479.50179763226	510.567679046212	554.204502946762
Mt	ccmFn_mt 1454 CT	184.135332215362	219.067003922035	171.766210843499	164.175915924492	678.660804416956	479.50179763226	510.567679046212	554.204502946762
Mt	ccmFn_mt 1466 CT	200.177425552307	227.15336983862	192.812663555548	182.56906833097	683.530119605598	482.439921392262	515.645147677611	558.503691615601
Mt	ccmFn_mt 1501 CT	204.12982535996	233.769487406735	193.491581384969	187.337663399316	673.791489228314	486.553294656264	516.209310858878	556.940350281478
Mt	ccmFn_mt 151 CT	65.7958320921054	42.6372021056309	61.102604647885	91.9657620323916	51.7364738793195	39.3708583840214	31.0289749696593	40.4514570204442
Mt	ccmFn_mt 1514 CT	157.166015880789	177.164925990639	148.004086813766	147.826447118733	566.666555078194	393.708583840214	419.173243681034	458.05901089817
Mt	ccmFn_mt 1549 CT	96.2525600216666	111.738874483722	84.1858108481972	94.0094456331114	17.0426031602464	22.3297405760121	23.6948536131944	21.1051080106665
Mt	ccmFn_mt 1613 CT	142.751381288172	168.343435899818	138.499237201873	123.302243910095	219.727847887463	183.9265473761	159.094017117162	186.819289427752
Mt	ccmFn_mt 1772 CT	105.552324274968	97.036390999022	105.911181389667	113.083825906496	249.552403417894	177.462675104096	168.684791198693	197.56726109985
Mt	ccmFn_mt 248 CT	63.0059028161151	56.6045614160962	50.9188372065709	81.0661161618859	20.0859251531476	8.81437128000478	14.6682427129299	14.4609073406419
Mt	ccmFn_mt 263 CT	62.075926390785	57.3396855903312	48.882083718308	79.7036604280727	20.0859251531476	9.98962078400542	18.053221800529	16.0242486747653
Mt	ccmFn_mt 356 CT	62.075926390785	66.8962998553864	42.7718232535195	76.9787489604463	81.5610294097507	45.8347306560249	59.2371340329859	61.9474003646416
Mt	ccmFn_mt 365 CT	54.8686090944766	54.3991888933911	42.0929054240986	68.1227866906604	83.3870226054914	45.2471059040245	58.6729708517194	62.142818031407
Mt	ccmFn_mt 37 CT	25.109363483913	24.9942219239905	27.8356310062587	22.4805196079179	46.8671586906777	37.6079841280204	29.9006486071262	37.9110273524936
Mt	ccmFn_mt 372 CT	56.7285619451368	55.1343130676261	44.8085767417824	70.1664702913802	90.6909953884542	50.5357286720274	63.1862763018517	67.8099303676045
Mt	ccmFn_mt 38 CT	25.109363483913	24.9942219239905	27.8356310062587	22.4805196079179	46.8671586906777	37.6079841280204	29.9006486071262	37.9110273524936
Mt	ccmFn_mt 461 CT	25.5743516965781	34.5508361890457	17.6518635649446	25.2054310755444	164.339387616662	108.122954368059	151.759895760697	141.286973071406
Mt	ccmFn_mt 469 CT	22.0869401015902	29.4049669694006	14.2572744178398	23.1617474748245	161.296065623761	107.535329616058	151.195732579431	139.919049404048
Mt	ccmFn_mt 550 CT	47.8937859045008	65.4260515069163	35.9826449593101	43.5985834820227	220.945176684623	145.143313744079	190.687155268088	185.255948093628
